id,sources,smirks
EVODEX.0-E2795,EVODEX.0-P44357,[H]OC(=O)C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[C:2](=[N:1][H:14])[N:3]>>[H][N:1]([C:2](=O)[N:3])[H:14]
EVODEX.0-E28,"EVODEX.0-P16384,EVODEX.0-P31801,EVODEX.0-P46034,EVODEX.0-P46036,EVODEX.0-P46293,EVODEX.0-P46299,EVODEX.0-P46301,EVODEX.0-P46334,EVODEX.0-P46418,EVODEX.0-P46545,EVODEX.0-P46548,EVODEX.0-P46555,EVODEX.0-P46568,EVODEX.0-P46666,EVODEX.0-P46773,EVODEX.0-P46779",[H]OC(=O)[C:4]([C:5])([H:11])[H:12]>>[H][C:4]([C:5])([H:11])[H:12]
EVODEX.0-E2806,EVODEX.0-P44450,[H]N([H])C(=O)N([H])[C:5]([N:6])([H:15])[H:16]>>O=[C:5]([H:15])[H:16].[H]
EVODEX.0-E2808,EVODEX.0-P44471,[N:1][C:2]([N:3])([H:10])[H:11]>>O=[C:2]([H:10])[H:11].[H].[H]
EVODEX.0-E2811,"EVODEX.0-P44501,EVODEX.0-P44507,EVODEX.0-P44514,EVODEX.0-P44519,EVODEX.0-P44541,EVODEX.0-P44571,EVODEX.0-P44578,EVODEX.0-P44584,EVODEX.0-P44589,EVODEX.0-P44634,EVODEX.0-P44640,EVODEX.0-P44646,EVODEX.0-P44716,EVODEX.0-P44722,EVODEX.0-P44728",[H]N=[C:2](:[N:3]):[C:20]>>O=[C:2](:[N:3]):[C:20]
EVODEX.0-E2813,EVODEX.0-P44548,[H]N([H])[C:2](=[N:1][H:19])[C:4]>>[H][N:1]([C:2](=O)[C:4])[H:19]
EVODEX.0-E2817,"EVODEX.0-P44697,EVODEX.0-P44702",[H]O[C@@:28]([H])([C:9][N:8]1:C([H]):[N:6]:[C:5](:[C:30]):[C:4]:1:[N:3])[C:26]>>[H].[H][N:8]1[C:4](:[N:3]):[C:5](:[C:30])[N:6]=[C:28]([C:26])[C:9]1[H]
EVODEX.0-E2823,"EVODEX.0-P44768,EVODEX.0-P44778,EVODEX.0-P44783,EVODEX.0-P44789,EVODEX.0-P44800,EVODEX.0-P45863",[C:2][N:3]=[C:4]>>[H][N:3]([H])[C:2].O
EVODEX.0-E2827,"EVODEX.0-P44808,EVODEX.0-P47707",[C:2]=[N:3][C:4]>>O.[H][N:3]([H])[C:4]
EVODEX.0-E2830,"EVODEX.0-P44836,EVODEX.0-P44842,EVODEX.0-P44848,EVODEX.0-P44854,EVODEX.0-P44860,EVODEX.0-P44866,EVODEX.0-P44872,EVODEX.0-P44878,EVODEX.0-P44888,EVODEX.0-P44893,EVODEX.0-P44898,EVODEX.0-P44904,EVODEX.0-P44910,EVODEX.0-P44916,EVODEX.0-P44921,EVODEX.0-P44927,EVODEX.0-P44933,EVODEX.0-P44938,EVODEX.0-P44943,EVODEX.0-P44949,EVODEX.0-P44954,EVODEX.0-P47477",N#[C:2][C:3]>>[H]O[C:2](=O)[C:3]
EVODEX.0-E2834,EVODEX.0-P44981,[H]N([H])/[C:2](=[C:3](/[C:4]=[C:5][C:6]=[O:7])[H:15])[C:9]=[O:10]>>[H][C:3]([C:2](=O)[C:9]=[O:10])([C:4])[H:15]
EVODEX.0-E2837,EVODEX.0-P44991,[H]N([H])[C@:2]([H])([C:3])[C:15][O:14][C:7]>>[H]O[C:2]([C:3])([O:14][C:7])[C:15][H]
EVODEX.0-E2840,EVODEX.0-P45012,[H]N([H])[C:2](=[C:1]([H:8])[H:9])[C:4]=[O:5]>>[H][C:1]([C:2](=O)[C:4]=[O:5])([H:8])[H:9]
EVODEX.0-E2842,EVODEX.0-P45017,[H]N([H])/[C:3](=[C:2](\[C:1])[H:12])[C:5]=[O:6]>>[H][C:2]([C:1])([C:3](=O)[C:5]=[O:6])[H:12]
EVODEX.0-E2844,"EVODEX.0-P45021,EVODEX.0-P45026",[H]N([H])/[C:2](=[C:3]/[C:4]=[C:5][C:6]=[O:7])[C:9]=[O:10]>>[H]O/[C:2](=[C:3]\[C:4]=[C:5][C:6]=[O:7])[C:9]=[O:10]
EVODEX.0-E2854,"EVODEX.0-P45146,EVODEX.0-P45151",[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[P:16]([O:15])(=[O:17])[O:18]>>[H]O[P:16]([O:15])(=[O:17])[O:18]
EVODEX.0-E2869,EVODEX.0-P45542,[H]N([H])[P:16]([O:15])(=[O:18])[O:19]>>[H]O[P:16]([O:15])(=[O:18])[O:19]
EVODEX.0-E287,"EVODEX.0-P45002,EVODEX.0-P45007,EVODEX.0-P5279",[H]N=[C:4]([C:2])[C:6]=[O:7]>>O=[C:4]([C:2])[C:6]=[O:7]
EVODEX.0-E2878,"EVODEX.0-P45595,EVODEX.0-P45600,EVODEX.0-P45606,EVODEX.0-P45612",[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])[C:8]([C:7])=[O:9]>>[H]O[C:8]([C:7])=[O:9]
EVODEX.0-E2889,EVODEX.0-P45697,[H][C:1](=[C:2][C:3]=[C:4][C:6]=[O:7])[H:17].[C:13][C:14](=[O:15])[O:16]>>[C:1](=[C:2]\[C:3]=[C:4][C:6]=[O:7])(\[C:14]([C:13])=[O:15])[H:17].[H]
EVODEX.0-E2891,"EVODEX.0-P45763,EVODEX.0-P45780,EVODEX.0-P45790,EVODEX.0-P45806,EVODEX.0-P45810,EVODEX.0-P45872",Cl[C@@:2]([C:1])([C:4])[H:11]>>[H]O[C@:2]([C:1])([C:4])[H:11]
EVODEX.0-E2893,"EVODEX.0-P45767,EVODEX.0-P45794,EVODEX.0-P45817",Cl[C:5]([C:3])([H:8])[H:9]>>[H]O[C:5]([C:3])([H:8])[H:9]
EVODEX.0-E2898,"EVODEX.0-P45821,EVODEX.0-P45826,EVODEX.0-P45832,EVODEX.0-P45837,EVODEX.0-P45844,EVODEX.0-P45850",Cl[C:8](:[C:7]):[C:10]>>[H]O[C:8](:[C:7]):[C:10]
EVODEX.0-E290,"EVODEX.0-P5578,EVODEX.0-P5684",[O:45]=[C:46][C:48](=[N:49][C:50])[C:52]>>[H][C@:48]([C:46])([N:49]([H])[C:50])[C:52]
EVODEX.0-E2900,"EVODEX.0-P45935,EVODEX.0-P45946,EVODEX.0-P45951",[H]OP(=O)(O[H])[C:4]([C:3])([H:10])[H:11]>>[H][C:4]([C:3])([H:10])[H:11]
EVODEX.0-E2901,"EVODEX.0-P45967,EVODEX.0-P45983",[O:1]=[S:2]([O:3])[O:4].[H][C:13](:[C:12]):[C:14]>>[O:1]=[S:2]([O:4])[C:13](:[C:12]):[C:14].[H]
EVODEX.0-E2906,"EVODEX.0-P46045,EVODEX.0-P46048,EVODEX.0-P46785,EVODEX.0-P46788",[H]OC(=O)[C:4]([O:5])([C:6])[C:8]>>[H][C@:4]([O:5])([C:6])[C:8]
EVODEX.0-E2909,EVODEX.0-P46087,[H][C@:2]([N:1])([C:3](Cl)([H:12])[H:13])[C:5]>>[H][C:3]([C:2](=O)[C:5]=[O:6])([H:12])[H:13].[H]
EVODEX.0-E291,"EVODEX.0-P12971,EVODEX.0-P24612,EVODEX.0-P5546,EVODEX.0-P5911",[H][C:51]([C:50])([N:52]([H])[C:48])[H:87]>>[C:48][N:52]=[C:51]([C:50])[H:87]
EVODEX.0-E2910,"EVODEX.0-P46128,EVODEX.0-P46146,EVODEX.0-P46149,EVODEX.0-P46152,EVODEX.0-P46155,EVODEX.0-P46617",[H]OC(=O)[C:4](:[C:5]):[N:11]>>[H][C:4](:[C:5]):[N:11]
EVODEX.0-E2912,"EVODEX.0-P46133,EVODEX.0-P46614",[H][C:3](:[C:2]):[N:4]>>[H]OC(=O)[C:3](:[C:2]):[N:4]
EVODEX.0-E2913,"EVODEX.0-P46158,EVODEX.0-P46161,EVODEX.0-P46363,EVODEX.0-P46369,EVODEX.0-P46397,EVODEX.0-P46400,EVODEX.0-P46403,EVODEX.0-P46406,EVODEX.0-P46409,EVODEX.0-P46412,EVODEX.0-P46415,EVODEX.0-P46432,EVODEX.0-P46435,EVODEX.0-P46438,EVODEX.0-P46441,EVODEX.0-P46443,EVODEX.0-P46451,EVODEX.0-P46484,EVODEX.0-P46492,EVODEX.0-P46594,EVODEX.0-P46599,EVODEX.0-P46608,EVODEX.0-P46639,EVODEX.0-P46642,EVODEX.0-P46679,EVODEX.0-P46774",[H]OC(=O)[C:4](:[C:5]):[C:10]>>[H][C:4](:[C:5]):[C:10]
EVODEX.0-E292,"EVODEX.0-P5697,EVODEX.0-P5765,EVODEX.0-P5768,EVODEX.0-P5774,EVODEX.0-P5776,EVODEX.0-P5788",[C:5][N:9]=[C:10]([C:11])[C:31]>>[H][N:9]([C:5])[C@@:10]([H])([C:11])[C:31]
EVODEX.0-E2925,"EVODEX.0-P46367,EVODEX.0-P46372,EVODEX.0-P46446,EVODEX.0-P46449,EVODEX.0-P46597,EVODEX.0-P46603,EVODEX.0-P46607,EVODEX.0-P46683",[H][C:8](:[C:7]):[C:9]>>[H]OC(=O)[C:8](:[C:7]):[C:9]
EVODEX.0-E2927,"EVODEX.0-P46458,EVODEX.0-P46473",[H]OC(=O)C(C([H])([H])[H])=[O:3].[H]OC(=O)[C@@:9](N([H])[H])([C:8])[C:10]>>[O:3]=[C:9]([C:8])[C:10]
EVODEX.0-E293,"EVODEX.0-P5544,EVODEX.0-P5548,EVODEX.0-P5699,EVODEX.0-P5770",[H][N:9]([C:5])[C@@:10]([H])([C:11])[C:31]>>[C:5][N:9]=[C:10]([C:11])[C:31]
EVODEX.0-E2931,EVODEX.0-P46717,[H]OC(=O)[C@@:9](N([H])[H])([C:8])[C:10]>>O=[C:9]([C:8])[C:10]
EVODEX.0-E2934,"EVODEX.0-P46514,EVODEX.0-P46520",[H]OC(=O)[C:2]([C:1])([C:6])[C:9]>>[H][C:2]([C:1])([C:6])[C:9]
EVODEX.0-E2936,"EVODEX.0-P46525,EVODEX.0-P46669,EVODEX.0-P46670,EVODEX.0-P46675,EVODEX.0-P46676",[H]OC(=O)[C:4](=[C:5])[H:13]>>[H][C:4](=[C:5])[H:13]
EVODEX.0-E294,"EVODEX.0-P33448,EVODEX.0-P43060,EVODEX.0-P5332,EVODEX.0-P5342",[H]C(=O)[N:12]([C:11])[C:15]>>[H][N:12]([C:11])[C:15]
EVODEX.0-E2945,EVODEX.0-P46696,[H]OC(=O)[C@@:2](N([H])[H])([C:3])[H:20]>>O=[C:2]([C:3])[H:20]
EVODEX.0-E2952,"EVODEX.0-P46789,EVODEX.0-P46973",[C:1](=[O:2])([H:13])[H:14].[H][C:5]([C:4])([O:6])[H:15]>>[H][O:2][C:1]([C@:5]([C:4])([O:6])[H:15])([H:13])[H:14]
EVODEX.0-E2954,"EVODEX.0-P46793,EVODEX.0-P46802,EVODEX.0-P46816,EVODEX.0-P46838,EVODEX.0-P46844,EVODEX.0-P46850,EVODEX.0-P46863,EVODEX.0-P46869,EVODEX.0-P46875,EVODEX.0-P46881,EVODEX.0-P46890,EVODEX.0-P46893,EVODEX.0-P46896,EVODEX.0-P46899,EVODEX.0-P46908,EVODEX.0-P46914,EVODEX.0-P46923,EVODEX.0-P46932,EVODEX.0-P46938,EVODEX.0-P46941,EVODEX.0-P46965,EVODEX.0-P46983,EVODEX.0-P47026,EVODEX.0-P47035,EVODEX.0-P47044,EVODEX.0-P47050,EVODEX.0-P47053,EVODEX.0-P47056,EVODEX.0-P47059,EVODEX.0-P47062,EVODEX.0-P47080,EVODEX.0-P47083,EVODEX.0-P47089,EVODEX.0-P47092,EVODEX.0-P47095,EVODEX.0-P47177",[H][O:5][C@@:4]([C:3])([C:6])[H:17]>>[C:4](=[O:5])([C:6])[H:17].[H]
EVODEX.0-E2956,"EVODEX.0-P46795,EVODEX.0-P46798,EVODEX.0-P46871,EVODEX.0-P46877,EVODEX.0-P46904,EVODEX.0-P46910,EVODEX.0-P46916,EVODEX.0-P47028,EVODEX.0-P47031,EVODEX.0-P47037,EVODEX.0-P47040,EVODEX.0-P47179",[H][C:1]([C:2])([H:14])[H:15].[O:4]=[C:5]([C:6])[H:18]>>[H][O:4][C@@:5]([C:1]([C:2])([H:14])[H:15])([C:6])[H:18]
EVODEX.0-E2964,"EVODEX.0-P46826,EVODEX.0-P46836",[H]O[C:3]([C:2][C@@:5]([O:6][H])([C:7])[H:25])([H:23])[H:24]>>[C:5](=[O:6])([C:7])[H:25].[H]OP(=O)(O[H])O[C:2][C:3]([H])([H:23])[H:24]
EVODEX.0-E2966,"EVODEX.0-P46840,EVODEX.0-P46846,EVODEX.0-P46852",[H][C:1]#[N:2].[O:3]=[C:4]([C:5])[H:12]>>[H][O:3][C@@:4]([C:1]#[N:2])([C:5])[H:12]
EVODEX.0-E2969,"EVODEX.0-P46865,EVODEX.0-P46883,EVODEX.0-P46886,EVODEX.0-P46901,EVODEX.0-P46925,EVODEX.0-P46979,EVODEX.0-P47046,EVODEX.0-P47085",[O:11]=[C:12]([C:13])[H:21].[H][C:3]([C:2])([O:4])[H:28]>>[H][O:11][C@@:12]([C@@:3]([C:2])([O:4])[H:28])([C:13])[H:21]
EVODEX.0-E2975,"EVODEX.0-P46929,EVODEX.0-P46935,EVODEX.0-P47440",[H][O:17][C@:16]([C:15])([C:18])[H:55]>>[H].[C:14]=[C:15][C:16](=[O:17])[H:55]
EVODEX.0-E2980,"EVODEX.0-P46948,EVODEX.0-P46990,EVODEX.0-P47007",[O:2]=[C:3][C:5](=[O:6])[C:7](=[C:8])[H:19]>>O.[H][C:7]([H])([C:5])[H:19]
EVODEX.0-E2982,"EVODEX.0-P46951,EVODEX.0-P46993,EVODEX.0-P46999",[H][C:1]([H])([C:2])[H:18].O=[C:8]([C:9])[H:22]>>[C:1](\[C:2](=[O:3])[C:4]=[O:5])(=[C:8](/[C:9])[H:22])[H:18]
EVODEX.0-E2985,"EVODEX.0-P46977,EVODEX.0-P47188",[H][O:6][C:5]([C:3])([H:27])[H:28]>>[C:5](=[O:6])([H:27])[H:28].[H]
EVODEX.0-E2987,"EVODEX.0-P47011,EVODEX.0-P47014",[C:3][C:4]([C:5])=[O:6].[H][C:1]#[N:2]>>[H][O:6][C:4]([C:1]#[N:2])([C:3])[C:5]
EVODEX.0-E2992,"EVODEX.0-P47069,EVODEX.0-P47078",[C:6]=[C:7]([C:8]=[O:9])[H:68]>>O.[H][C:7]([H])([C:8])[H:68]
EVODEX.0-E2995,"EVODEX.0-P47098,EVODEX.0-P47123,EVODEX.0-P47137,EVODEX.0-P47143",[H][O:10][C@@:9]([C:5])([C:11])[H:19]>>[C:9](=[O:10])([C:11]=[O:12])[H:19].[H]
EVODEX.0-E2996,"EVODEX.0-P47100,EVODEX.0-P47145",[H][C:5]([C:4])([C:6])[H:17].[O:9]=[C:10]([C:11]=[O:12])[H:20]>>[H][O:9][C@@:10]([C@:5]([C:4])([C:6])[H:17])([C:11])[H:20]
EVODEX.0-E3,"EVODEX.0-P139,EVODEX.0-P434,EVODEX.0-P777,EVODEX.0-P779,EVODEX.0-P781,EVODEX.0-P783,EVODEX.0-P785,EVODEX.0-P8",[C:23](=[O:24])[C:25](=[O:26])[H:100]>>[H][C:25]([C:23])([O:26][H])[H:100]
EVODEX.0-E3000,"EVODEX.0-P47125,EVODEX.0-P47139",[H][C:1]([C:2])([H:12])[H:13].[O:7]=[C:8]([C:9]=[O:10])[H:16]>>[H][O:7][C:8]([C:1]([C:2])([H:12])[H:13])([C:9])[H:16]
EVODEX.0-E3004,"EVODEX.0-P48389,EVODEX.0-P48442",[H][C@:2]([N:1])([C:3])[C:6][O:7][H]>>[H][C:6][C:2]([C:3]=[O:4])=[O:7].[H]
EVODEX.0-E3005,"EVODEX.0-P47221,EVODEX.0-P47229",[H][C:4]([C:2])([C:5]([C:6])([C:13])[H:19])[H:17]>>[H].[O:1]=[C:2]/[C:4](=[C:5](/[C:13]=[O:14])[H:19])[H:17]
EVODEX.0-E3007,"EVODEX.0-P47223,EVODEX.0-P47225",[H][C:1]([C:2])([H:16])[H:17].[O:8]=[C:9]/[C:11](=[C:12](/[C:13]=[O:14])[H:26])[H:25]>>[H][C:11]([C:9])([C:12]([C:1]([C:2])([H:16])[H:17])([C:13])[H:26])[H:25]
EVODEX.0-E301,"EVODEX.0-P24214,EVODEX.0-P27379,EVODEX.0-P27541,EVODEX.0-P29027,EVODEX.0-P29032,EVODEX.0-P29697,EVODEX.0-P29741,EVODEX.0-P29767,EVODEX.0-P45077,EVODEX.0-P45406,EVODEX.0-P45481,EVODEX.0-P7638",[H]OP(=O)(O[H])[O:19][P:16]>>[H][O:19][P:16]
EVODEX.0-E3010,"EVODEX.0-P47243,EVODEX.0-P48318",[H][C:4]([C:2])([C@:5]([O:6])([C:7])[H:13])[H:11]>>[O:1]=[C:2]/[C:4](=[C:5](/[C:7]=[O:8])[H:13])[H:11].[H]
EVODEX.0-E3012,"EVODEX.0-P47245,EVODEX.0-P47251,EVODEX.0-P47274,EVODEX.0-P47371,EVODEX.0-P47883",[C:1]/[C:2](=[C:3](\[C:4]=[O:5])[H:14])[C:7]=[O:8]>>[H]O[C@@:2]([C:1])([C:3]([H])([C:4])[H:14])[C:7]
EVODEX.0-E3013,"EVODEX.0-P47247,EVODEX.0-P47249,EVODEX.0-P47271,EVODEX.0-P47369,EVODEX.0-P47885,EVODEX.0-P47927,EVODEX.0-P47930",[H][C:4]([C@:2]([C:1])([O:3])[C:8])([C:5])[H:15]>>[C:1]/[C:2](=[C:4](\[C:5]=[O:6])[H:15])[C:8]=[O:9].[H]
EVODEX.0-E3015,"EVODEX.0-P47254,EVODEX.0-P47360,EVODEX.0-P47366,EVODEX.0-P47734,EVODEX.0-P47740,EVODEX.0-P47868",[O:2]=[C:3]/[C:5](=[C:6](/[C:7])[C:11]=[O:12])[H:15]>>[H]O[C:5]([C:3])([C:6]([H])([C:7])[C:11])[H:15]
EVODEX.0-E3016,"EVODEX.0-P47257,EVODEX.0-P47357,EVODEX.0-P47363,EVODEX.0-P47737,EVODEX.0-P47743,EVODEX.0-P47865",[H][C:5]([C:4])([C:6])[C:9]([O:10])([C:11])[H:19]>>[C:4]/[C:5]([C:6]=[O:7])=[C:9](/[C:11]=[O:12])[H:19].[H]
EVODEX.0-E3017,"EVODEX.0-P47262,EVODEX.0-P47265",[H]O[C:2]([C:1])([C:3])[C:5]([H])([O:6][H])[C:7]>>[H][C:2]([C:1])([C:3])[C:5](=[O:6])[C:7]=[O:8]
EVODEX.0-E3019,"EVODEX.0-P47277,EVODEX.0-P48032",[H]OP(=O)(O[H])O[C:13]([C@:11]([H])([C:9])[O:12][H])([H:28])[H:29].[O:1]=[C:2][C:4](=[O:5])[C:6]>>[H][O:5][C@:4]([C:2])([C:6])[C:13]([C:11]([C:9])=[O:12])([H:28])[H:29]
EVODEX.0-E3020,EVODEX.0-P47280,[H][C@:4]([C:2])([C:5]([O:6])([H:14])[H:15])[O:7]>>[O:1]=[C:2][C:4](=[C:5]([H:14])[H:15])[O:7].[H]
EVODEX.0-E3021,"EVODEX.0-P47287,EVODEX.0-P47449,EVODEX.0-P47758,EVODEX.0-P47834,EVODEX.0-P47877,EVODEX.0-P47888,EVODEX.0-P47915,EVODEX.0-P47924,EVODEX.0-P47938,EVODEX.0-P47941,EVODEX.0-P49372,EVODEX.0-P49374",[H][C:53]([C@:51]([C:49])([O:52])[H:95])([C:54])[H:97]>>[C:49](=[O:50])/[C:51](=[C:53](/[C:54])[H:97])[H:95].[H]
EVODEX.0-E3023,"EVODEX.0-P47290,EVODEX.0-P47668,EVODEX.0-P47674,EVODEX.0-P47701",[C:1]/[C:2](=[C:3](\[C:4])[C:5]=[O:6])[H:59]>>[H]O[C:2]([C:1])([C:3]([H])([C:4])[C:5])[H:59]
EVODEX.0-E3024,"EVODEX.0-P47293,EVODEX.0-P47665,EVODEX.0-P47671",[H][C:4]([C:2]([C:1])([O:3])[H:59])([C:5])[C:6]>>[C:1]/[C:2](=[C:4](\[C:5])[C:6]=[O:7])[H:59].[H]
EVODEX.0-E3025,EVODEX.0-P47296,[H][C:55]([C@:52]([C:51])([C:53])[O:54])([C:56])[H:100]>>[C:51]/[C:52]([C:53])=[C:55](/[C:56]=[O:57])[H:100].[H]
EVODEX.0-E3026,"EVODEX.0-P47304,EVODEX.0-P47349,EVODEX.0-P47574",[H]O[C@:9]([C@@:7]([H])([C:6])[O:8][H])([C:11])[H:22]>>[H][C:9]([C:7]([C:6])=[O:8])([C:11])[H:22]
EVODEX.0-E3027,"EVODEX.0-P47316,EVODEX.0-P47325",[H][S:5][C:4]>>[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])[S:5][C:4]
EVODEX.0-E3029,"EVODEX.0-P47338,EVODEX.0-P47344,EVODEX.0-P47346,EVODEX.0-P47378,EVODEX.0-P47944",[H]O[C:2]([C:1])([C:4]([H])([O:5][H])[H:11])[H:9]>>[H][C:2]([C:1])([C:4](=[O:5])[H:11])[H:9]
EVODEX.0-E3030,"EVODEX.0-P47384,EVODEX.0-P47390,EVODEX.0-P47395,EVODEX.0-P47401,EVODEX.0-P47746",[H]O[C:22]([C:21][C@@:24]([H])([O:25][H])[C:26])([H:49])[H:50]>>[H][C:22]([C:21][C:24](=[O:25])[C:26])([H:49])[H:50]
EVODEX.0-E3031,"EVODEX.0-P47387,EVODEX.0-P47398",[H]O[C:24]([C:23])([H:52])[H:53].[H][C@:30]([C:21])([C:28])[O:31][H]>>[C:21][C:30]([C:28])=[O:31].[H][C:24]([C:23])([H:52])[H:53]
EVODEX.0-E3032,"EVODEX.0-P47417,EVODEX.0-P47604",[H]OC(=O)[C@@:7]1([C:6])[C:11]([H:21])=[C:12]([H:22])[C@:13]([O:14])([H:23])[C:15]([H:25])=[C:16]1[H:26]>>[C:6][C:7]1:[C:11]([H:21]):[C:12]([H:22]):[C:13]([H:23]):[C:15]([H:25]):[C:16]:1[H:26].[H]
EVODEX.0-E3035,"EVODEX.0-P47428,EVODEX.0-P47437,EVODEX.0-P47909",[C:8]/[C:9](=[C:10](\[C:11])[H:40])[H:39]>>[H]O[C@:10]([C:9]([H])([C:8])[H:39])([C:11])[H:40]
EVODEX.0-E3036,"EVODEX.0-P47431,EVODEX.0-P47434,EVODEX.0-P47912",[H][C:9]([C:8])([C@@:10]([O:11])([C:12])[H:41])[H:39]>>[C:8]/[C:9](=[C:10](\[C:12])[H:41])[H:39].[H]
EVODEX.0-E3038,"EVODEX.0-P47452,EVODEX.0-P47458",[C:1](=[C:2]([C:3])[C:54]=[O:55])([H:58])[H:59]>>[H]O[C@@:2]([C:1]([H])([H:58])[H:59])([C:3])[C:54]
EVODEX.0-E3039,"EVODEX.0-P47455,EVODEX.0-P47461",[H][C:53]([C@@:52]([C:51])([O:54])[C:55])([H:95])[H:96]>>[C:51][C:52](=[C:53]([H:95])[H:96])[C:55]=[O:56].[H]
EVODEX.0-E3040,EVODEX.0-P47464,[H][C:16]([C:15])([C@@:17]([O:18])([C:19])[C:24])[H:55]>>[C:14]=[C:15][C:16](=[C:17]([C:19])[C:24])[H:55].[H]
EVODEX.0-E3045,"EVODEX.0-P47526,EVODEX.0-P47532,EVODEX.0-P47538,EVODEX.0-P47544,EVODEX.0-P48542",[H][C:5](:[C:4]):[C:6].[H][N:1]([C:2])[H:22].O=[C:13]([C:14])[H:33]>>[N:1]([C:2])([C@:13]([C:5](:[C:4]):[C:6])([C:14])[H:33])[H:22]
EVODEX.0-E3048,"EVODEX.0-P47550,EVODEX.0-P47597,EVODEX.0-P47677",[H][C@@:2]([C:1])([C:3])[C@@:6]([O:7])([C:8])[C:12]>>[C:1]/[C:2]([C:3]=[O:4])=[C:6](\[C:8])[C:12]=[O:13].[H]
EVODEX.0-E3050,"EVODEX.0-P47552,EVODEX.0-P47594",[C:1]/[C:2]([C:3]=[O:4])=[C:6](\[C:7])[C:11]=[O:12]>>[H]O[C@:6]([C@:2]([H])([C:1])[C:3])([C:7])[C:11]
EVODEX.0-E3051,EVODEX.0-P47561,[H][C:1]([C:2]([O:3])([C:4])[H:13])([H:10])[H:11]>>[C:1](=[C:2]([C:4])[H:13])([H:10])[H:11].[H]
EVODEX.0-E3052,"EVODEX.0-P47599,EVODEX.0-P48377",[H][C:3]([N:2])([C:4][O:5][H])[H:17]>>[H].[H][C:4][C:3](=[O:5])[H:17]
EVODEX.0-E3053,"EVODEX.0-P47610,EVODEX.0-P47613,EVODEX.0-P47619",[H]/[C:7]([C:6][O:21][O:22])=[C:8]\[C:9]=[C:10]>>[C:6]1/[C:7](=[C:8]/[C:9]=[C:10])[O:21]1.[H]
EVODEX.0-E3060,EVODEX.0-P47841,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C(C(=O)N([H])[H])C([H])([H])C([H])([H])[C@]2([H])[O:43][H:103])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)[C@]([H])(O[H])[C@]1([H])O[H].[H]OP(=O)(O[H])O[P:65]([O:64])(=[O:66])[O:67]>>[O:43]([P:65]([O:64])(=[O:66])[O:67])[H:103]
EVODEX.0-E3062,EVODEX.0-P47848,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C(C(=O)N([H])[H])C([H])([H])C([H])([H])[C@]2([H])[O:47][H:108])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)[C@]([H])(OP(=O)(O[H])O[H])[C@]1([H])O[H].[H]OP(=O)(O[H])O[P:69]([O:68])(=[O:70])[O:71]>>[O:47]([P:69]([O:68])(=[O:70])[O:71])[H:108]
EVODEX.0-E3063,EVODEX.0-P47636,[H]O[C@@:4]1([H:23])[C:3]([H])([H:15])[C:2](=[O:1])[C:14](:[C:12]):[C:7](:[C:8])[C:6]1([H])[H:21]>>[H][O:1][C:2]1:[C:3]([H:15]):[C:4]([H:23]):[C:6]([H:21]):[C:7](:[C:8]):[C:14]:1:[C:12]
EVODEX.0-E3064,EVODEX.0-P47644,[H][C:3]1([H:14])[C:2](=[O:1])[C:13](:[C:11]):[C:7](:[C:8])[O:6][C:4]1([O:5])[H:20]>>[O:1]=[C:2]1:[C:3]([H:14]):[C:4]([H:20]):[O:6]:[C:7](:[C:8]):[C:13]:1:[C:11].[H]
EVODEX.0-E3065,"EVODEX.0-P47650,EVODEX.0-P47659,EVODEX.0-P47903,EVODEX.0-P49399,EVODEX.0-P49400",[H][C:5]([C:2]([C:1])([C:3])[O:4])([C:6])[H:35]>>[C:1][C:2]([C:3])=[C:5]([C:6])[H:35].[H]
EVODEX.0-E3067,"EVODEX.0-P47653,EVODEX.0-P47656,EVODEX.0-P47662,EVODEX.0-P47816,EVODEX.0-P47819,EVODEX.0-P47822,EVODEX.0-P47825,EVODEX.0-P47900",[C:1][C:2]([C:3])=[C:4]([C:5])[H:48]>>[H]O[C:2]([C:1])([C:3])[C:4]([H])([C:5])[H:48]
EVODEX.0-E3069,"EVODEX.0-P47680,EVODEX.0-P47686",[C:49](=[O:50])[C:51](=[C:52])[C:56](=[C:55]([C:54])[H:98])[H:99]>>[H]O[C:56]([C:51])([C:55]([H])([C:54])[H:98])[H:99]
